Student_ID,Time,Type,Test,Class,Teacher,SchoolDistrict,AssignedCondition,ActualCondition,Dyad,NumPartners,IndividualDays,CollaborativeDays,MixedDays,Month,Gender,Grade,DayCount,TestCount,UnitCount,TutorCount,NotInclude,NotInclude,1_fractionBarA0201 SetPieces,1_fractionBarA0401 SetPieces,1_pieChartA0101 SetPieces,1_pieChartA0301 SetPieces,1 Total,2_denA0001 UpdateTextField,2_dragNDropA0302 SetChildren,2_numA0001 UpdateTextField,2 Total,3_denA0201 UpdateTextArea,3_denA0202 UpdateTextArea,3_denA0203 UpdateTextArea,3_denA0204 UpdateTextArea,3_denA0205 UpdateTextArea,3_dragNDropA0301 SetChildren,3_dragNDropA0302 SetChildren,3_dragNDropA0303 SetChildren,3_dragNDropA0304 SetChildren,3_dragNDropA0305 SetChildren,3_lcdA0101 UpdateTextArea,3_numA0201 UpdateTextArea,3_numA0202 UpdateTextArea,3_numA0203 UpdateTextArea,3_numA0204 UpdateTextArea,3_numA0205 UpdateTextArea,3 Total,4_dragNDropA0302 SetChildren,4_lcdA0001 UpdateTextField,4_multA0001 UpdateTextField,4_multA0002 UpdateTextField,4 Total,5_responseA0001 UpdateTextArea,5 Total,6_responseA0001 UpdateTextArea,6 Total,7_denA0002 UpdateTextField,7_dragNDropA0302 SetChildren,7_numA0002 UpdateTextField,7 Total,8_compareA0001 UpdateTextField,8_denA0003 UpdateTextField,8_denA0004 UpdateTextField,8_dragNDropA0302 SetChildren,8_lcdA0001 UpdateTextField,8_numA0003 UpdateTextField,8_numA0004 UpdateTextField,8 Total,9_dragNDropA0103 SetChildren,9_dragNDropA0104 SetChildren,9_dragNDropA0105 SetChildren,9_dragNDropA0106 SetChildren,9_dragNDropA0107 SetChildren,9_dragNDropA0108 SetChildren,9 Total,10_dragNDropA0103 SetChildren,10_dragNDropA0104 SetChildren,10_dragNDropA0105 SetChildren,10_dragNDropA0106 SetChildren,10_dragNDropA0107 SetChildren,10_dragNDropA0108 SetChildren,10 Total,11_dragNDropA0302 SetChildren,11_pieChartA0001 SetPieces,11 Total,12_denA0201 UpdateTextArea,12_denA0202 UpdateTextArea,12_denA0301 UpdateTextArea,12_numA0201 UpdateTextArea,12_numA0202 UpdateTextArea,12_numA0301 UpdateTextArea,12_textA0101 UpdateTextArea,12 Total,13_denA0003 UpdateTextField,13_denA0004 UpdateTextField,13_denA0005 UpdateTextField,13_dragNDropA0302 SetChildren,13_lcdA0001 UpdateTextField,13_numA0003 UpdateTextField,13_numA0004 UpdateTextField,13_numA0005 UpdateTextField,13 Total,14_denA0201 UpdateTextArea,14_denA0202 UpdateTextArea,14_denA0301 UpdateTextArea,14_numA0201 UpdateTextArea,14_numA0202 UpdateTextArea,14_numA0301 UpdateTextArea,14_textA0101 UpdateTextArea,14 Total,15_denA0003 UpdateTextField,15_denA0004 UpdateTextField,15_denA0005 UpdateTextField,15_dragNDropA0302 SetChildren,15_lcdA0001 UpdateTextField,15_numA0003 UpdateTextField,15_numA0004 UpdateTextField,15_numA0005 UpdateTextField,15 Total,Grand Total,ErroneousTotal,ErroneousPercentage,ProceduralTotal,ProceduralPercentage,NonWrittenTotal,WeightedTotal,TotalPercentage,HintsComparingErroneous,HintsComparingProcedural,HintsEquivalentErroneous,HintsEquivalentProcedural,HintsLCDErroneous,HintsLCDProcedural,HintsErroneous,HintsProcedural,HintsTotal,ErrorsComparingErroneous,ErrorsComparingProcedural,ErrorsEquivalentErroneous,ErrorsEquivalentProcedural,ErrorsLCDErroneous,ErrorsLCDProcedural,ErrorsErroneous,ErrorsProcedural,ErrorsTotal,WrittenLength,StudentDuration,ClassDuration,TotalPercentStudentDuration,TotalPercentClassDuration
Stu_6a053a67000e88f46e3fac90c727170f,Pretest,A,Pretest A,Huffman,Huffman,Level Green,C,C,487,1,0,2,0,May,Male,4,5,2,5,3,KEEP,KEEP,1,1,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,5,0.108695652,5,0.054347826,0.061728395,10,2,0,0,1,10,11,12,23,66,48,1,0,18,22,85,70,155,NA,18,22,0.003429355,
Stu_6a053a67000e88f46e3fac90c727170f,Posttest,B,Posttest B,Huffman,Huffman,Level Green,C,C,487,1,0,2,0,May,Male,4,5,2,5,3,KEEP,KEEP,1,1,1,1,4,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0,2,0,1,1,0,1,1,1,5,1,1,1,1,1,1,6,1,1,1,1,0,1,5,0,1,1,0,0,1,0,0,1,1,3,1,1,0,0,1,1,1,1,6,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,7,45,22,0.628571429,21,0.456521739,43,0.542546584,0.530864198,10,2,0,0,1,10,11,12,23,66,48,1,0,18,22,85,70,155,69,44,48,0.012065095,
Stu_6a60d7a94d200c732652907fc242bc0e,Pretest,B,Pretest B,Rindels,Rindels,Lebanon,M,M,524,2,0,0,2,May,Female,5,5,2,5,3,KEEP,KEEP,1,1,1,1,4,1,0,1,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3,0,1,0,1,2,1,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,8,52,24,0.685714286,26,0.565217391,50,0.625465839,0.617283951,0,0,4,0,0,0,4,0,4,26,22,7,0,13,7,46,29,75,340,48,65,0.012860082,
Stu_6a60d7a94d200c732652907fc242bc0e,Posttest,A,Posttest A,Rindels,Rindels,Lebanon,M,M,524,2,0,0,2,May,Female,5,5,2,5,3,KEEP,KEEP,1,1,1,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1,1,1,4,1,1,1,1,1,0,1,2,1,1,1,1,1,1,1,7,0,0,0,0,1,1,2,1,1,1,1,0,1,5,1,1,2,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,8,77,34,0.971428571,41,0.891304348,75,0.93136646,0.925925926,0,0,4,0,0,0,4,0,4,26,22,7,0,13,7,46,29,75,488,26,43,0.035612536,
Stu_6b7cfe42a83c6f86d5a1ac60cbfa882d,Pretest,B,Pretest B,Rinier,Rinier,Level Green,I,I,,1,2,0,0,May,NotReported,4,5,2,5,3,KEEP,KEEP,1,1,1,1,4,0,1,1,2,,0,,,,1,1,1,1,1,0,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,0.057142857,9,0.195652174,11,0.126397516,0.135802469,3,3,0,2,16,5,19,10,29,56,113,0,1,54,27,110,141,251,NA,27,34,0.005029721,
Stu_6b7cfe42a83c6f86d5a1ac60cbfa882d,Posttest,A,Posttest A,Rinier,Rinier,Level Green,I,I,,1,2,0,0,May,NotReported,4,5,2,5,3,KEEP,KEEP,1,1,1,1,4,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,5,0,0,0,0,0,0,0,1,1,1,1,1,1,6,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,11,0.314285714,11,0.239130435,22,0.276708075,0.271604938,3,3,0,2,16,5,19,10,29,56,113,0,1,54,27,110,141,251,278,30,40,0.009053498,
Stu_6bb3fe02371fdd4d51cc3aca61889c46,Pretest,B,Pretest B,Marchiona 1,Marchiona ,Hopewell,M,M,548,1,0,0,3,Feb,Female,4,5,2,6,3,KEEP,KEEP,1,1,1,1,4,1,0,1,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,5,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,3,1,0,1,1,0,0,3,0,0,0,0,0,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,7,0.2,13,0.282608696,20,0.241304348,0.24691358,50,50,20,5,124,21,194,76,270,29,51,10,29,29,43,68,123,191,213,39,1152,0.006331117,
Stu_6bb3fe02371fdd4d51cc3aca61889c46,Posttest,A,Posttest A,Marchiona 1,Marchiona ,Hopewell,M,M,548,1,0,0,3,Feb,Female,4,5,2,6,3,KEEP,KEEP,1,1,0,1,3,1,1,1,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3,0,1,1,1,3,1,1,1,1,1,0,1,2,0,1,1,1,1,1,0,5,1,1,1,1,1,1,6,1,1,1,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1,0,1,1,0,0,1,4,1,1,1,1,1,1,1,0,7,47,24,0.685714286,21,0.456521739,45,0.571118012,0.555555556,50,50,20,5,124,21,194,76,270,29,51,10,29,29,43,68,123,191,295,29,45,0.019157088,
Stu_6c01522df7327031cda06c7acd37882e,Pretest,A,Pretest A,Brallier,Brallier,Level Green,I,I,,1,3,0,0,May,Female,5,5,2,6,3,KEEP,KEEP,1,1,1,1,4,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,0,1,1,1,3,1,1,1,1,1,0,1,2,1,1,1,0,1,1,1,6,1,1,1,1,0,1,5,1,1,1,1,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,13,0.371428571,31,0.673913043,44,0.522670807,0.543209877,0,0,0,0,0,0,0,0,0,4,3,5,7,18,7,27,17,44,224,31,35,0.017522899,
Stu_6c01522df7327031cda06c7acd37882e,Posttest,B,Posttest B,Brallier,Brallier,Level Green,I,I,,1,3,0,0,May,Female,5,5,2,6,3,KEEP,KEEP,1,1,1,1,4,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,0,1,1,1,3,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,7,1,1,0,0,0,0,2,1,1,1,1,1,1,6,0,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,8,74,30,0.857142857,42,0.913043478,72,0.885093168,0.888888889,0,0,0,0,0,0,0,0,0,4,3,5,7,18,7,27,17,44,116,49,61,0.01814059,
Stu_6c44137130fb0c1ac12df660a24825e2,Pretest,A,Pretest A,Giovannitti,Giovannitti,Level Green,M,M,549,1,0,0,3,May,Male,5,5,2,6,3,KEEP,KEEP,1,1,1,0,3,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,5,1,1,1,1,1,1,6,1,1,1,1,1,1,6,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,6,0,1,0,0,0,0,1,2,1,1,1,0,1,1,1,0,6,43,20,0.571428571,21,0.456521739,41,0.513975155,0.50617284,33,6,0,0,22,3,55,9,64,29,3,13,2,12,6,54,11,65,142,22,38,0.023007856,
Stu_6c44137130fb0c1ac12df660a24825e2,Posttest,B,Posttest B,Giovannitti,Giovannitti,Level Green,M,M,549,1,0,0,3,May,Male,5,5,2,6,3,KEEP,KEEP,1,1,1,1,4,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1,1,1,4,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,6,1,1,1,1,1,1,6,1,1,1,1,0,0,4,1,1,2,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,8,77,31,0.885714286,44,0.956521739,75,0.921118012,0.925925926,33,6,0,0,22,3,55,9,64,29,3,13,2,12,6,54,11,65,95,11,30,0.084175084,
Stu_6c76eaa78df4c29c69324ae8434304b2,Pretest,A,Pretest A,Huffman,Huffman,Level Green,C,C,550,1,0,2,0,May,Female,4,5,2,5,3,KEEP,KEEP,1,1,1,1,4,1,0,1,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,5,0,1,1,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,5,0.142857143,9,0.195652174,14,0.169254658,0.172839506,1,0,7,0,4,0,12,0,12,30,35,0,0,14,9,44,44,88,190,19,22,0.009096816,
Stu_6c76eaa78df4c29c69324ae8434304b2,Posttest,B,Posttest B,Huffman,Huffman,Level Green,C,C,550,1,0,2,0,May,Female,4,5,2,5,3,KEEP,KEEP,1,1,1,1,4,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,0,0,0,1,1,1,1,1,1,1,0,2,1,1,1,0,1,1,1,6,1,1,1,1,1,1,6,1,1,1,1,1,0,5,1,1,2,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,0,7,75,28,0.8,45,0.97826087,73,0.889130435,0.901234568,1,0,7,0,4,0,12,0,12,30,35,0,0,14,9,44,44,88,241,38,48,0.023716699,
Stu_6c7936e276a6959cf1fcf31ce1c1058f,Pretest,B,Pretest B,Rongaus 1,Rongaus ,Montour,C,C,519,1,0,2,0,May,Male,5,5,2,5,3,KEEP,KEEP,0,1,1,1,3,0,1,1,2,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,8,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3,0.085714286,11,0.239130435,14,0.16242236,0.172839506,7,0,5,0,15,19,27,19,46,26,35,4,0,5,16,35,51,86,NA,17,23,0.01016703,
Stu_6c7936e276a6959cf1fcf31ce1c1058f,Posttest,A,Posttest A,Rongaus 1,Rongaus ,Montour,C,C,519,1,0,2,0,May,Male,5,5,2,5,3,KEEP,KEEP,1,1,1,1,4,0,1,1,2,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,9,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,6,1,1,0,0,0,1,3,1,1,1,1,0,0,4,0,1,1,1,1,1,1,1,1,1,7,1,1,0,0,1,1,1,1,6,1,1,1,1,1,1,1,7,1,1,1,0,1,1,1,0,6,57,21,0.6,34,0.739130435,55,0.669565217,0.679012346,7,0,5,0,15,19,27,19,46,26,35,4,0,5,16,35,51,86,86,17,44,0.039941903,
Stu_6ce43bbe6c5836327f88f65d0bde9d32,Pretest,B,Pretest B,Marchiona 2,Marchiona ,Hopewell,C,C,523,1,0,3,0,Feb,Female,4,5,2,6,3,KEEP,KEEP,0,1,1,0,2,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,5,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,4,1,1,1,1,1,0,1,0,6,25,10,0.285714286,13,0.282608696,23,0.284161491,0.283950617,10,22,3,0,17,6,30,28,58,48,76,18,33,31,42,97,151,248,142,29,31,0.009791401,
Stu_6ce43bbe6c5836327f88f65d0bde9d32,Posttest,A,Posttest A,Marchiona 2,Marchiona ,Hopewell,C,C,523,1,0,3,0,Feb,Female,4,5,2,6,3,KEEP,KEEP,1,1,1,1,4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,5,0,1,0,0,1,1,3,1,1,1,1,0,1,5,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,5,1,1,1,0,0,0,1,4,1,1,1,1,1,1,1,0,7,41,21,0.6,18,0.391304348,39,0.495652174,0.481481481,10,22,3,0,17,6,30,28,58,48,76,18,33,31,42,97,151,248,131,17,38,0.02832244,
Stu_6dd20cc96ff0a4384f0b896445792d3d,Pretest,B,Pretest B,Giovannitti,Giovannitti,Level Green,M,M,551,1,0,0,3,May,Female,5,5,2,6,3,KEEP,KEEP,1,1,1,1,4,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,5,1,0,0,0,1,1,1,1,1,1,1,0,2,0,1,1,1,1,1,1,6,1,1,1,1,0,0,4,1,1,1,1,0,0,4,1,0,1,1,1,1,1,1,0,0,5,1,1,0,1,1,1,1,1,7,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,0,7,55,24,0.685714286,29,0.630434783,53,0.658074534,0.654320988,0,0,0,0,0,0,0,0,0,34,5,8,3,14,8,56,16,72,301,28,38,0.023368607,
Stu_6dd20cc96ff0a4384f0b896445792d3d,Posttest,A,Posttest A,Giovannitti,Giovannitti,Level Green,M,M,551,1,0,0,3,May,Female,5,5,2,6,3,KEEP,KEEP,1,1,1,1,4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1,1,1,4,1,1,1,1,1,0,1,2,0,1,1,0,1,1,1,5,1,1,1,1,1,1,6,1,1,1,1,0,0,4,0,1,1,1,1,1,1,1,1,0,6,1,1,0,1,1,1,1,1,7,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,8,73,28,0.8,43,0.934782609,71,0.867391304,0.87654321,0,0,0,0,0,0,0,0,0,34,5,8,3,14,8,56,16,72,317,15,30,0.058436214,
Stu_6fccc9e9eeb77247ac03426f01fddb8e,Pretest,B,Pretest B,Pucka,Pucka,Holiday Park,M,M,552,1,0,0,3,May,Male,5,5,2,6,3,KEEP,KEEP,0,0,1,1,2,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,2,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,3,1,1,1,1,0,0,4,0,0,0,0,1,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,8,30,18,0.514285714,10,0.217391304,28,0.365838509,0.345679012,34,12,15,5,4,0,53,17,70,43,119,15,33,23,15,81,167,248,128,25,37,0.01382716,
Stu_6fccc9e9eeb77247ac03426f01fddb8e,Posttest,A,Posttest A,Pucka,Pucka,Holiday Park,M,M,552,1,0,0,3,May,Male,5,5,2,6,3,KEEP,KEEP,1,1,1,1,4,1,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,0,1,2,1,0,0,0,0,0,0,1,1,1,0,1,1,1,5,1,0,0,1,1,1,4,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,14,0.4,15,0.326086957,29,0.363043478,0.358024691,34,12,15,5,4,0,53,17,70,43,119,15,33,23,15,81,167,248,66,14,25,0.025573192,
Stu_7031f14c26a8d50f8cf708e9bae560a6,Pretest,A,Pretest A,Rongaus 2,Rongaus ,Montour,C,C,448,1,0,3,0,May,Male,5,5,2,6,3,KEEP,KEEP,1,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,7,0.2,4,0.086956522,11,0.143478261,0.135802469,40,54,12,0,5,4,57,58,115,29,306,10,2,37,87,76,395,471,168,25,31,0.005432099,
Stu_7031f14c26a8d50f8cf708e9bae560a6,Posttest,B,Posttest B,Rongaus 2,Rongaus ,Montour,C,C,448,1,0,3,0,May,Male,5,5,2,6,3,KEEP,KEEP,1,1,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,6,1,1,1,1,0,0,4,1,1,1,1,1,0,5,0,1,1,0,0,1,0,0,1,1,3,1,1,0,0,1,1,1,1,6,0,1,1,0,1,1,1,5,1,1,1,1,1,1,1,1,8,47,22,0.628571429,23,0.5,45,0.564285714,0.555555556,40,54,12,0,5,4,57,58,115,29,306,10,2,37,87,76,395,471,136,54,72,0.010288066,
Stu_70cfbbcea01f5663a0d4a16b790a5a67,Pretest,B,Pretest B,Marchiona 2,Marchiona ,Hopewell,C,C,553,1,0,3,0,Feb,Female,4,5,2,6,3,KEEP,KEEP,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,5,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,7,25,18,0.514285714,5,0.108695652,23,0.311490683,0.283950617,1,7,29,0,4,1,34,8,42,43,81,10,23,11,19,64,123,187,68,22,31,0.012906846,
Stu_70cfbbcea01f5663a0d4a16b790a5a67,Posttest,A,Posttest A,Marchiona 2,Marchiona ,Hopewell,C,C,553,1,0,3,0,Feb,Female,4,5,2,6,3,KEEP,KEEP,1,1,1,1,4,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,5,0,0,0,0,1,1,2,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,6,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,6,30,20,0.571428571,8,0.173913043,28,0.372670807,0.345679012,1,7,29,0,4,1,34,8,42,43,81,10,23,11,19,64,123,187,22,10,38,0.034567901,
Stu_72f7f6fb057a51a06fb0e68c2523fdb6,Pretest,B,Pretest B,Rindels,Rindels,Lebanon,M,M,555,2,0,0,2,May,Male,5,5,2,5,3,KEEP,KEEP,1,1,1,1,4,1,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0,2,1,1,1,0,1,1,1,6,1,1,1,1,1,1,6,0,0,0,0,1,1,2,1,0,1,0,0,1,0,0,1,1,3,1,1,0,1,1,1,1,1,7,1,0,1,1,0,1,1,5,1,1,1,0,1,1,1,0,6,48,24,0.685714286,22,0.47826087,46,0.581987578,0.567901235,0,0,5,0,3,3,8,3,11,56,19,0,0,10,5,66,24,90,148,57,65,0.00996318,
Stu_72f7f6fb057a51a06fb0e68c2523fdb6,Posttest,A,Posttest A,Rindels,Rindels,Lebanon,M,M,555,2,0,0,2,May,Male,5,5,2,5,3,KEEP,KEEP,1,1,1,1,4,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,0,1,1,1,3,1,1,1,1,1,0,1,2,1,1,1,0,1,1,1,6,0,1,1,1,1,1,5,1,1,1,1,1,1,6,1,0,1,1,1,1,1,1,1,1,7,1,1,0,1,1,1,1,1,7,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,8,76,29,0.828571429,45,0.97826087,74,0.903416149,0.913580247,0,0,5,0,3,3,8,3,11,56,19,0,0,10,5,66,24,90,173,28,43,0.032627866,
Stu_73ee32c36487c8210150f416bdb75355,Pretest,A,Pretest A,Rongaus 2,Rongaus ,Montour,C,C,556,1,0,3,0,May,Female,5,5,2,6,3,KEEP,KEEP,1,1,1,1,4,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,4,0,1,0,0,0,1,2,1,1,1,1,1,0,5,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,8,0.228571429,12,0.260869565,20,0.244720497,0.24691358,14,7,6,1,25,0,45,8,53,28,4,14,118,19,14,61,136,197,50,29,31,0.008514261,
Stu_73ee32c36487c8210150f416bdb75355,Posttest,B,Posttest B,Rongaus 2,Rongaus ,Montour,C,C,556,1,0,3,0,May,Female,5,5,2,6,3,KEEP,KEEP,1,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,6,0,0,0,1,1,1,3,1,1,1,1,1,0,5,1,0,1,0,0,1,0,0,0,1,2,1,1,0,0,1,1,1,1,6,1,1,1,0,1,0,1,5,1,1,1,1,1,1,1,1,8,44,24,0.685714286,18,0.391304348,42,0.538509317,0.518518519,14,7,6,1,25,0,45,8,53,28,4,14,118,19,14,61,136,197,44,58,72,0.008939974,
Stu_742b69ffa7141090549ffeb722f0face,Pretest,B,Pretest B,Giovannitti,Giovannitti,Level Green,M,M,477,1,0,0,2,May,Male,5,4,2,4,2,KEEP,KEEP,1,1,1,1,4,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,6,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,2,0,0,1,0,0,0,1,2,1,1,1,1,1,1,1,1,8,1,0,1,1,0,1,1,5,1,1,1,1,1,1,1,0,7,68,27,0.771428571,39,0.847826087,66,0.809627329,0.814814815,1,0,0,0,0,0,1,0,1,46,7,43,2,0,0,89,9,98,191,25,38,0.032592593,
Stu_742b69ffa7141090549ffeb722f0face,Posttest,A,Posttest A,Giovannitti,Giovannitti,Level Green,M,M,477,1,0,0,2,May,Male,5,4,2,4,2,KEEP,KEEP,1,1,1,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,0,1,1,1,3,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,6,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,2,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,8,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,8,71,30,0.857142857,39,0.847826087,69,0.852484472,0.851851852,1,0,0,0,0,0,1,0,1,46,7,43,2,0,0,89,9,98,80,12,30,0.070987654,
Stu_7450859083352795fbdc71c8f0403011,Pretest,A,Pretest A,Marchiona 2,Marchiona ,Hopewell,C,C,544,1,0,3,0,Feb,Female,4,5,2,6,3,KEEP,KEEP,1,1,0,0,2,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,3,1,1,0,0,0,1,3,1,1,1,1,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,7,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,6,32,18,0.514285714,12,0.260869565,30,0.38757764,0.37037037,10,19,6,3,9,12,25,34,59,104,190,9,231,71,65,184,486,670,123,19,31,0.019493177,
